GEM location ID,bus_id,bus_name
L100000831439,TR123-380,Denizli
L100000831442,way/130740157-380,Afyonkarahisar
L100000831444,way/176009144-380,Etimesgut
L100000831445,way/127986151-380,Akhisar
L100000831447,way/169679398-380,Amasya
L100000831452,way/233873985-380,Arapgir
L100000831454,TR123-380,Denizli
L100001077720,way/174078394-380,Duzce
L100001077656,way/177818606-380,Osmaniye
L100000831467,way/172934497-380,Konya
L100001077714,way/130740157-380,Afyonkarahisar
L100001077713,way/128190689-380,Elbistan
L100000831456,way/233873985-380,Arapgir
L100001077795,way/233873985-380,Arapgir
L100001078741,way/233873985-380,Arapgir
L100001078900,way/233873985-380,Arapgir
L100001079290,way/233873985-380,Arapgir
L100001079475,way/233873985-380,Arapgir
L100001077601,way/172934516-380,Beysehir
L100001078035,way/127986151-380,Akhisar
L100001078081,way/130569382-380,Izmir
L100001078122,way/130569382-380,Izmir
L100001078330,TR123-380,Denizli
L100001079680,way/130569382-380,Izmir
L100001078594,way/127986151-380,Akhisar
L100001078932,way/127986151-380,Akhisar
L100001079582,way/127986151-380,Akhisar
L100001079646,way/127986151-380,Akhisar
L100001079872,TR123-380,Denizli
L100001079994,way/130569382-380,Izmir
L100001080075,way/127986151-380,Akhisar
L100000831459,way/128190689-380,Elbistan
L100001077519,way/129553303-380,Diyarbakr
L100001077833,way/693406206-380,Siirt
L100001077856,way/693406206-380,Siirt
L100001078063,way/693406206-380,Siirt
L100001078506,way/693406206-380,Siirt
L100001079254,way/693406206-380,Siirt
L100001078746,way/129553303-380,Diyarbakr
L100001078939,way/693406206-380,Siirt
L100001078952,way/693406206-380,Siirt
L100001079138,way/693406206-380,Siirt
L100001079398,way/693406206-380,Siirt
L100001079713,way/693406206-380,Siirt
L100001079727,way/129553303-380,Diyarbakr
L100001079832,way/129553303-380,Diyarbakr
L100001080060,way/129553303-380,Diyarbakr
L100001077558,way/172934516-380,Beysehir
L100000831461,way/129553303-380,Diyarbakr
L100000831462,way/172934497-380,Konya
L100001077659,way/129553303-380,Diyarbakr
L100000831463,way/172934497-380,Konya
L100001077605,way/229782457-380,Adyaman
L100001077591,way/96580455-380,Artvin
L100001077746,way/172934497-380,Konya
L100001077780,way/172934497-380,Konya
L100001077805,way/177818606-380,Osmaniye
L100001077840,way/177818606-380,Osmaniye
L100001077926,way/177818606-380,Osmaniye
L100001078160,way/177818606-380,Osmaniye
L100001079873,way/177818606-380,Osmaniye
L100001079941,way/172934497-380,Konya
L100001080030,way/177818606-380,Osmaniye
L100001080043,way/177818606-380,Osmaniye
L100001080069,way/177818606-380,Osmaniye
L100001078052,way/172934497-380,Konya
L100001078053,way/172934497-380,Konya
L100001078127,way/172934497-380,Konya
L100001078134,way/177818606-380,Osmaniye
L100001078189,way/172934497-380,Konya
L100001078191,way/172934497-380,Konya
L100001078264,way/172934497-380,Konya
L100001078369,way/177818606-380,Osmaniye
L100001078432,way/172934497-380,Konya
L100001078627,way/177818606-380,Osmaniye
L100001079657,way/177818606-380,Osmaniye
L100001079660,way/172934497-380,Konya
L100001079675,way/177818606-380,Osmaniye
L100001079688,way/177818606-380,Osmaniye
L100001079701,way/172934497-380,Konya
L100001079811,way/172934497-380,Konya
L100001079726,way/172934497-380,Konya
L100001079731,way/172934497-380,Konya
L100001079741,way/172934497-380,Konya
L100001079759,way/177818606-380,Osmaniye
L100001078547,way/172934497-380,Konya
L100001078563,way/172934497-380,Konya
L100001078595,way/172934497-380,Konya
L100001078606,way/177818606-380,Osmaniye
L100001078755,way/177818606-380,Osmaniye
L100001078854,way/172934497-380,Konya
L100001078867,way/172934497-380,Konya
L100001078872,way/177818606-380,Osmaniye
L100001078899,way/172934497-380,Konya
L100001079043,way/172934497-380,Konya
L100001078948,way/172934497-380,Konya
L100001078970,way/177818606-380,Osmaniye
L100001078973,way/172934497-380,Konya
L100001078984,way/177818606-380,Osmaniye
L100001079074,way/177818606-380,Osmaniye
L100001079247,way/177818606-380,Osmaniye
L100001079332,way/177818606-380,Osmaniye
L100001079343,way/172934497-380,Konya
L100001079442,way/177818606-380,Osmaniye
L100001079611,way/172934497-380,Konya
L100001079454,way/172934497-380,Konya
L100001079455,way/177818606-380,Osmaniye
L100001079494,way/172934497-380,Konya
L100001079556,way/172934497-380,Konya
L100000831465,TR136-380,Antalya
L100001017981,way/128190689-380,Elbistan
L100001077739,way/129553303-380,Diyarbakr
L100001077537,way/169679398-380,Amasya
L100001077724,way/902347576-380,Van
L100000831441,way/172934497-380,Konya
L100001016884,way/194082258-380,Erzurum
L100001077849,way/127886746-380,Milas
L100001077881,way/127886746-380,Milas
L100001077898,way/127886746-380,Milas
L100001077963,way/127886746-380,Milas
L100001078305,way/127886746-380,Milas
L100001078088,way/127886746-380,Milas
L100001078237,way/127886746-380,Milas
L100001078244,way/127886746-380,Milas
