from_cluster_id,from_cluster_type,to_cluster_id,to_cluster_type,s_nom,num_lines,voltage,length,bus0,bus1,type,line_id,from_bus,to_bus,connection_type,length,water_distance_km,water_share,crosses_water,water_types
113,renewable,0,demand,8937.382167055408,2.0,500.0,522.3905954141712,sol113,dem0,Renewable cluster 113 to Demand cluster 0,,,,,522.3905954141712,0.0,0.0,False,[]
113,renewable,6,generation,8937.382167055408,2.0,500.0,499.3674715738319,sol113,gen6,Renewable cluster 113 to Generation cluster 6,,,,,499.3674715738319,0.0,0.0,False,[]
113,renewable,8,demand,105014.24046290104,29.0,500.0,375.5928764666498,sol113,dem8,Renewable cluster 113 to Demand cluster 8,,,,,375.5928764666498,0.0,0.0,False,[]
113,renewable,8,generation,96076.85829584564,27.0,500.0,370.112351182243,sol113,gen8,Renewable cluster 113 to Generation cluster 8,,,,,370.112351182243,0.0,0.0,False,[]
113,renewable,9,demand,4468.691083527704,2.0,500.0,604.229052797008,sol113,dem9,Renewable cluster 113 to Demand cluster 9,,,,,604.229052797008,0.0,0.0,False,[]
114,renewable,0,demand,53399.1263973485,10.0,600.0,374.9532669942569,sol114,dem0,Renewable cluster 114 to Demand cluster 0,,,,,374.9532669942569,0.0,0.0,False,[]
116,renewable,0,demand,69264.71179467942,25.0,500.0,447.2548478549519,sol116,dem0,Renewable cluster 116 to Demand cluster 0,,,,,447.2548478549519,0.0,0.0,False,[]
116,renewable,4,generation,4468.691083527704,2.0,500.0,403.4359981992013,sol116,gen4,Renewable cluster 116 to Generation cluster 4,,,,,403.4359981992013,0.0,0.0,False,[]
116,renewable,5,demand,6703.0366252915555,3.0,500.0,542.2720185338767,sol116,dem5,Renewable cluster 116 to Demand cluster 5,,,,,542.2720185338767,0.0,0.0,False,[]
117,renewable,0,demand,242088.741373902,74.0,527.027027027027,102.88885300978407,sol117,dem0,Renewable cluster 117 to Demand cluster 0,,,,,102.88885300978407,0.0,0.0,False,[]
